,model,male_dist,split,architecture
14452,14452.pth,0.76,0,a9
14453,14453.pth,0.26,0,a9
14454,14454.pth,0.73,0,a9
14455,14455.pth,0.24,0,a9
14456,14456.pth,0.81,0,a9
14457,14457.pth,0.6,0,a9
14458,14458.pth,0.74,0,a9
14459,14459.pth,0.52,0,a9
14460,14460.pth,0.82,0,a9
14461,14461.pth,0.69,0,a9
14462,14462.pth,0.98,0,a9
14463,14463.pth,0.59,0,a9
14464,14464.pth,1.0,0,a9
14465,14465.pth,0.67,0,a9
14466,14466.pth,0.84,0,a9
14467,14467.pth,0.58,0,a9
14468,14468.pth,0.92,0,a9
14469,14469.pth,0.54,0,a9
14470,14470.pth,0.94,0,a9
14471,14471.pth,0.15,0,a9
14472,14472.pth,0.91,0,a9
14473,14473.pth,0.12,0,a9
14474,14474.pth,0.84,0,a9
14475,14475.pth,0.55,0,a9
14476,14476.pth,0.83,0,a9
14477,14477.pth,0.63,0,a9
14478,14478.pth,0.9,0,a9
14479,14479.pth,0.27,0,a9
14480,14480.pth,0.86,0,a9
14481,14481.pth,0.28,0,a9
14482,14482.pth,0.94,0,a9
14483,14483.pth,0.17,0,a9
14484,14484.pth,0.99,0,a9
14485,14485.pth,0.47,0,a9
14486,14486.pth,0.73,0,a9
14487,14487.pth,0.61,0,a9
14488,14488.pth,0.98,0,a9
14489,14489.pth,0.66,0,a9
14490,14490.pth,0.73,0,a9
14491,14491.pth,0.61,0,a9
14492,14492.pth,0.77,0,a9
14493,14493.pth,0.02,0,a9
14494,14494.pth,0.72,0,a9
14495,14495.pth,0.61,0,a9
14496,14496.pth,0.83,0,a9
14497,14497.pth,0.2,0,a9
14498,14498.pth,0.77,0,a9
14499,14499.pth,0.12,0,a9
14500,14500.pth,0.87,0,a9
14501,14501.pth,0.13,0,a9
14502,14502.pth,0.92,0,a9
14503,14503.pth,0.2,0,a9
14504,14504.pth,0.99,0,a9
14505,14505.pth,0.54,0,a9
14506,14506.pth,0.8,0,a9
14507,14507.pth,0.32,0,a9
14508,14508.pth,0.84,0,a9
14509,14509.pth,0.5,0,a9
14510,14510.pth,0.85,0,a9
14511,14511.pth,0.2,0,a9
14512,14512.pth,0.72,0,a9
14513,14513.pth,0.06,0,a9
14514,14514.pth,0.84,0,a9
14515,14515.pth,0.02,0,a9
14516,14516.pth,0.98,0,a9
14517,14517.pth,0.62,0,a9
14518,14518.pth,0.72,0,a9
14519,14519.pth,0.57,0,a9
14520,14520.pth,0.86,0,a9
14521,14521.pth,0.18,0,a9
14522,14522.pth,0.81,0,a9
14523,14523.pth,0.19,0,a9
14524,14524.pth,0.97,0,a9
14525,14525.pth,0.11,0,a9
14526,14526.pth,0.75,0,a9
14527,14527.pth,0.08,0,a9
14528,14528.pth,0.82,0,a9
14529,14529.pth,0.56,0,a9
14530,14530.pth,0.92,0,a9
14531,14531.pth,0.04,0,a9
14532,14532.pth,0.76,0,a9
14533,14533.pth,0.05,0,a9
14534,14534.pth,0.76,0,a9
14535,14535.pth,0.08,0,a9
14536,14536.pth,0.99,0,a9
14537,14537.pth,0.3,0,a9
14538,14538.pth,0.77,0,a9
14539,14539.pth,0.61,0,a9
14540,14540.pth,0.82,0,a9
14541,14541.pth,0.18,0,a9
14542,14542.pth,0.75,0,a9
14543,14543.pth,0.04,0,a9
14544,14544.pth,0.79,0,a9
14545,14545.pth,0.29,0,a9
14546,14546.pth,0.76,0,a9
14547,14547.pth,0.66,0,a9
14548,14548.pth,0.97,0,a9
14549,14549.pth,0.29,0,a9
14550,14550.pth,0.73,0,a9
14551,14551.pth,0.08,0,a9
14552,14552.pth,0.83,0,a9
14553,14553.pth,0.36,0,a9
14554,14554.pth,0.86,0,a9
14555,14555.pth,0.6,0,a9
14556,14556.pth,0.71,0,a9
14557,14557.pth,0.43,0,a9
14558,14558.pth,0.85,0,a9
14559,14559.pth,0.19,0,a9
14560,14560.pth,0.72,0,a9
14561,14561.pth,0.35,0,a9
14562,14562.pth,0.92,0,a9
14563,14563.pth,0.68,0,a9
14564,14564.pth,0.82,0,a9
14565,14565.pth,0.03,0,a9
14566,14566.pth,0.81,0,a9
14567,14567.pth,0.45,0,a9
14568,14568.pth,0.83,0,a9
14569,14569.pth,0.17,0,a9
14570,14570.pth,0.77,0,a9
14571,14571.pth,0.54,0,a9
14572,14572.pth,0.97,0,a9
14573,14573.pth,0.21,0,a9
14574,14574.pth,0.72,0,a9
14575,14575.pth,0.52,0,a9
14576,14576.pth,0.72,0,a9
14577,14577.pth,0.27,0,a9
14578,14578.pth,0.84,0,a9
14579,14579.pth,0.01,0,a9
14580,14580.pth,0.88,0,a9
14581,14581.pth,0.46,0,a9
14582,14582.pth,0.96,0,a9
14583,14583.pth,0.38,0,a9
14584,14584.pth,0.92,0,a9
14585,14585.pth,0.36,0,a9
14586,14586.pth,0.86,0,a9
14587,14587.pth,0.43,0,a9
14588,14588.pth,0.72,0,a9
14589,14589.pth,0.09,0,a9
14590,14590.pth,0.71,0,a9
14591,14591.pth,0.52,0,a9
14592,14592.pth,0.99,0,a9
14593,14593.pth,0.58,0,a9
14594,14594.pth,0.98,0,a9
14595,14595.pth,0.5,0,a9
14596,14596.pth,0.84,0,a9
14597,14597.pth,0.02,0,a9
14598,14598.pth,0.74,0,a9
14599,14599.pth,0.6,0,a9
14600,14600.pth,0.8,0,a9
14601,14601.pth,0.6,0,a9
14602,14602.pth,0.96,0,a9
14603,14603.pth,0.48,0,a9
14604,14604.pth,0.87,0,a9
14605,14605.pth,0.03,0,a9
14606,14606.pth,0.74,0,a9
14607,14607.pth,0.38,0,a9
14608,14608.pth,0.83,0,a9
14609,14609.pth,0.11,0,a9
14610,14610.pth,0.79,0,a9
14611,14611.pth,0.57,0,a9
14612,14612.pth,0.99,0,a9
14613,14613.pth,0.24,0,a9
14614,14614.pth,0.88,0,a9
14615,14615.pth,0.47,0,a9
14616,14616.pth,0.71,0,a9
14617,14617.pth,0.08,0,a9
14618,14618.pth,0.93,0,a9
14619,14619.pth,0.0,0,a9
14620,14620.pth,0.94,0,a9
14621,14621.pth,0.45,0,a9
14622,14622.pth,0.9,0,a9
14623,14623.pth,0.53,0,a9
14624,14624.pth,0.93,0,a9
14625,14625.pth,0.32,0,a9
14626,14626.pth,0.97,0,a9
14627,14627.pth,0.22,0,a9
14628,14628.pth,0.91,0,a9
14629,14629.pth,0.15,0,a9
14630,14630.pth,0.85,0,a9
14631,14631.pth,0.51,0,a9
14632,14632.pth,0.85,0,a9
14633,14633.pth,0.6,0,a9
14634,14634.pth,0.86,0,a9
14635,14635.pth,0.47,0,a9
14636,14636.pth,0.89,0,a9
14637,14637.pth,0.57,0,a9
14638,14638.pth,0.75,0,a9
14639,14639.pth,0.26,0,a9
14640,14640.pth,0.79,0,a9
14641,14641.pth,0.24,0,a9
14642,14642.pth,0.99,0,a9
14643,14643.pth,0.27,0,a9
14644,14644.pth,0.89,0,a9
14645,14645.pth,0.69,0,a9
14646,14646.pth,0.79,0,a9
14647,14647.pth,0.46,0,a9
14648,14648.pth,0.77,0,a9
14649,14649.pth,0.23,0,a9
14650,14650.pth,0.8,0,a9
14651,14651.pth,0.25,0,a9
14652,14652.pth,0.9,0,a9
14653,14653.pth,0.35,0,a9
14654,14654.pth,0.76,0,a9
14655,14655.pth,0.37,0,a9
14656,14656.pth,0.72,0,a9
14657,14657.pth,0.41,0,a9
14658,14658.pth,0.91,0,a9
14659,14659.pth,0.4,0,a9
14660,14660.pth,0.94,0,a9
14661,14661.pth,0.48,0,a9
14662,14662.pth,0.85,0,a9
14663,14663.pth,0.03,0,a9
14664,14664.pth,0.87,0,a9
14665,14665.pth,0.56,0,a9
14666,14666.pth,0.78,0,a9
14667,14667.pth,0.23,0,a9
14668,14668.pth,0.98,0,a9
14669,14669.pth,0.64,0,a9
14670,14670.pth,0.89,0,a9
14671,14671.pth,0.04,0,a9
14672,14672.pth,0.95,0,a9
14673,14673.pth,0.35,0,a9
14674,14674.pth,0.81,0,a9
14675,14675.pth,0.16,0,a9
14676,14676.pth,0.96,0,a9
14677,14677.pth,0.48,0,a9
14678,14678.pth,0.83,0,a9
14679,14679.pth,0.13,0,a9
14680,14680.pth,0.7,0,a9
14681,14681.pth,0.43,0,a9
14682,14682.pth,0.97,0,a9
14683,14683.pth,0.2,0,a9
14684,14684.pth,0.7,0,a9
14685,14685.pth,0.18,0,a9
14686,14686.pth,0.74,0,a9
14687,14687.pth,0.0,0,a9
14688,14688.pth,0.87,0,a9
14689,14689.pth,0.23,0,a9
14690,14690.pth,1.0,0,a9
14691,14691.pth,0.14,0,a9
14692,14692.pth,0.85,0,a9
14693,14693.pth,0.13,0,a9
14694,14694.pth,0.75,0,a9
14695,14695.pth,0.11,0,a9
14696,14696.pth,0.71,0,a9
14697,14697.pth,0.49,0,a9
14698,14698.pth,0.79,0,a9
14699,14699.pth,0.57,0,a9
14700,14700.pth,0.86,0,a9
14701,14701.pth,0.45,0,a9
14702,14702.pth,0.91,0,a9
14703,14703.pth,0.49,0,a9
14704,14704.pth,0.85,0,a9
14705,14705.pth,0.4,0,a9
14706,14706.pth,0.82,0,a9
14707,14707.pth,0.15,0,a9
14708,14708.pth,0.83,0,a9
14709,14709.pth,0.13,0,a9
14710,14710.pth,0.92,0,a9
14711,14711.pth,0.64,0,a9
14712,14712.pth,0.88,0,a9
14713,14713.pth,0.19,0,a9
14714,14714.pth,0.79,0,a9
14715,14715.pth,0.53,0,a9
14716,14716.pth,0.77,0,a9
14717,14717.pth,0.46,0,a9
14718,14718.pth,0.97,0,a9
14719,14719.pth,0.42,0,a9
14720,14720.pth,0.79,0,a9
14721,14721.pth,0.42,0,a9
14722,14722.pth,0.97,0,a9
14723,14723.pth,0.05,0,a9
14724,14724.pth,0.83,0,a9
14725,14725.pth,0.37,0,a9
14726,14726.pth,0.76,0,a9
14727,14727.pth,0.05,0,a9
14728,14728.pth,0.84,0,a9
14729,14729.pth,0.16,0,a9
14730,14730.pth,0.83,0,a9
14731,14731.pth,0.56,0,a9
14732,14732.pth,0.97,0,a9
14733,14733.pth,0.69,0,a9
14734,14734.pth,0.8,0,a9
14735,14735.pth,0.62,0,a9
14736,14736.pth,0.75,0,a9
14737,14737.pth,0.17,0,a9
14738,14738.pth,0.93,0,a9
14739,14739.pth,0.13,0,a9
14740,14740.pth,0.78,0,a9
14741,14741.pth,0.17,0,a9
14742,14742.pth,0.97,0,a9
14743,14743.pth,0.13,0,a9
14744,14744.pth,0.88,0,a9
14745,14745.pth,0.31,0,a9
14746,14746.pth,0.73,0,a9
14747,14747.pth,0.27,0,a9
14748,14748.pth,0.84,0,a9
14749,14749.pth,0.29,0,a9
14750,14750.pth,0.7,0,a9
14751,14751.pth,0.39,0,a9
14752,14752.pth,0.76,0,a9
14753,14753.pth,0.48,0,a9
14754,14754.pth,0.83,0,a9
14755,14755.pth,0.09,0,a9
14756,14756.pth,1.0,0,a9
14757,14757.pth,0.62,0,a9
14758,14758.pth,0.84,0,a9
14759,14759.pth,0.44,0,a9
14760,14760.pth,0.96,0,a9
14761,14761.pth,0.08,0,a9
14762,14762.pth,0.9,0,a9
14763,14763.pth,0.48,0,a9
14764,14764.pth,0.91,0,a9
14765,14765.pth,0.31,0,a9
14766,14766.pth,0.72,0,a9
14767,14767.pth,0.32,0,a9
14768,14768.pth,0.75,0,a9
14769,14769.pth,0.69,0,a9
14770,14770.pth,0.96,0,a9
14771,14771.pth,0.48,0,a9
14772,14772.pth,0.76,0,a9
14773,14773.pth,0.56,0,a9
14774,14774.pth,0.72,0,a9
14775,14775.pth,0.47,0,a9
14776,14776.pth,0.94,0,a9
14777,14777.pth,0.67,0,a9
14778,14778.pth,0.71,0,a9
14779,14779.pth,0.34,0,a9
14780,14780.pth,0.86,0,a9
14781,14781.pth,0.11,0,a9
14782,14782.pth,0.71,0,a9
14783,14783.pth,0.21,0,a9
14784,14784.pth,0.89,0,a9
14785,14785.pth,0.46,0,a9
14786,14786.pth,0.84,0,a9
14787,14787.pth,0.01,0,a9
14788,14788.pth,0.77,0,a9
14789,14789.pth,0.19,0,a9
14790,14790.pth,0.95,0,a9
14791,14791.pth,0.1,0,a9
14792,14792.pth,0.78,0,a9
14793,14793.pth,0.65,0,a9
14794,14794.pth,0.9,0,a9
14795,14795.pth,0.63,0,a9
14796,14796.pth,0.73,0,a9
14797,14797.pth,0.08,0,a9
14798,14798.pth,0.94,0,a9
14799,14799.pth,0.25,0,a9
14800,14800.pth,0.94,0,a9
14801,14801.pth,0.12,0,a9
14802,14802.pth,0.74,0,a9
14803,14803.pth,0.52,0,a9
14804,14804.pth,0.89,0,a9
14805,14805.pth,0.32,0,a9
14806,14806.pth,0.72,0,a9
14807,14807.pth,0.1,0,a9
14808,14808.pth,0.88,0,a9
14809,14809.pth,0.66,0,a9
14810,14810.pth,0.84,0,a9
14811,14811.pth,0.47,0,a9
14812,14812.pth,0.7,0,a9
14813,14813.pth,0.54,0,a9
14814,14814.pth,0.82,0,a9
14815,14815.pth,0.45,0,a9
14816,14816.pth,0.78,0,a9
14817,14817.pth,0.45,0,a9
14818,14818.pth,0.94,0,a9
14819,14819.pth,0.23,0,a9
14820,14820.pth,0.74,0,a9
14821,14821.pth,0.32,0,a9
14822,14822.pth,0.94,0,a9
14823,14823.pth,0.26,0,a9
14824,14824.pth,0.73,0,a9
14825,14825.pth,0.47,0,a9
14826,14826.pth,0.97,0,a9
14827,14827.pth,0.3,0,a9
14828,14828.pth,0.88,0,a9
14829,14829.pth,0.21,0,a9
14830,14830.pth,0.79,0,a9
14831,14831.pth,0.23,0,a9
14832,14832.pth,0.96,0,a9
14833,14833.pth,0.61,0,a9
14834,14834.pth,0.77,0,a9
14835,14835.pth,0.61,0,a9
14836,14836.pth,0.8,0,a9
14837,14837.pth,0.36,0,a9
14838,14838.pth,0.92,0,a9
14839,14839.pth,0.38,0,a9
14840,14840.pth,0.88,0,a9
14841,14841.pth,0.19,0,a9
14842,14842.pth,0.89,0,a9
14843,14843.pth,0.66,0,a9
14844,14844.pth,0.85,0,a9
14845,14845.pth,0.65,0,a9
14846,14846.pth,0.95,0,a9
14847,14847.pth,0.63,0,a9
14848,14848.pth,0.71,0,a9
14849,14849.pth,0.11,0,a9
14850,14850.pth,0.91,0,a9
14851,14851.pth,0.1,0,a9
14852,14852.pth,0.97,0,a9
14853,14853.pth,0.68,0,a9
14854,14854.pth,0.71,0,a9
14855,14855.pth,0.38,0,a9
14856,14856.pth,0.76,0,a9
14857,14857.pth,0.29,0,a9
14858,14858.pth,0.8,0,a9
14859,14859.pth,0.39,0,a9
14860,14860.pth,0.86,0,a9
14861,14861.pth,0.08,0,a9
14862,14862.pth,0.96,0,a9
14863,14863.pth,0.07,0,a9
14864,14864.pth,0.72,0,a9
14865,14865.pth,0.37,0,a9
14866,14866.pth,0.7,0,a9
14867,14867.pth,0.22,0,a9
14868,14868.pth,0.99,0,a9
14869,14869.pth,0.44,0,a9
14870,14870.pth,0.97,0,a9
14871,14871.pth,0.63,0,a9
14872,14872.pth,1.0,0,a9
14873,14873.pth,0.19,0,a9
14874,14874.pth,0.98,0,a9
14875,14875.pth,0.17,0,a9
14876,14876.pth,0.79,0,a9
14877,14877.pth,0.33,0,a9
14878,14878.pth,0.73,0,a9
14879,14879.pth,0.41,0,a9
14880,14880.pth,0.74,0,a9
14881,14881.pth,0.46,0,a9
14882,14882.pth,1.0,0,a9
14883,14883.pth,0.45,0,a9
14884,14884.pth,0.92,0,a9
14885,14885.pth,0.37,0,a9
14886,14886.pth,0.75,0,a9
14887,14887.pth,0.11,0,a9
14888,14888.pth,0.98,0,a9
14889,14889.pth,0.43,0,a9
14890,14890.pth,0.85,0,a9
14891,14891.pth,0.27,0,a9
14892,14892.pth,1.0,0,a9
14893,14893.pth,0.46,0,a9
14894,14894.pth,0.91,0,a9
14895,14895.pth,0.46,0,a9
14896,14896.pth,0.87,0,a9
14897,14897.pth,0.26,0,a9
14898,14898.pth,0.83,0,a9
14899,14899.pth,0.48,0,a9
14900,14900.pth,0.72,0,a9
14901,14901.pth,0.59,0,a9
14902,14902.pth,0.75,0,a9
14903,14903.pth,0.1,0,a9
14904,14904.pth,0.89,0,a9
14905,14905.pth,0.5,0,a9
14906,14906.pth,0.83,0,a9
14907,14907.pth,0.38,0,a9
14908,14908.pth,0.76,0,a9
14909,14909.pth,0.03,0,a9
14910,14910.pth,0.72,0,a9
14911,14911.pth,0.68,0,a9
14912,14912.pth,0.94,0,a9
14913,14913.pth,0.53,0,a9
14914,14914.pth,0.83,0,a9
14915,14915.pth,0.38,0,a9
14916,14916.pth,0.79,0,a9
14917,14917.pth,0.52,0,a9
14918,14918.pth,0.77,0,a9
14919,14919.pth,0.01,0,a9
14920,14920.pth,0.71,0,a9
14921,14921.pth,0.63,0,a9
14922,14922.pth,0.84,0,a9
14923,14923.pth,0.34,0,a9
14924,14924.pth,0.74,0,a9
14925,14925.pth,0.5,0,a9
14926,14926.pth,0.82,0,a9
14927,14927.pth,0.55,0,a9
14928,14928.pth,0.94,0,a9
14929,14929.pth,0.46,0,a9
14930,14930.pth,0.94,0,a9
14931,14931.pth,0.6,0,a9
14932,14932.pth,0.82,0,a9
14933,14933.pth,0.59,0,a9
14934,14934.pth,0.73,0,a9
14935,14935.pth,0.69,0,a9
14936,14936.pth,0.98,0,a9
14937,14937.pth,0.12,0,a9
14938,14938.pth,0.7,0,a9
14939,14939.pth,0.64,0,a9
14940,14940.pth,0.8,0,a9
14941,14941.pth,0.46,0,a9
14942,14942.pth,0.75,0,a9
14943,14943.pth,0.24,0,a9
14944,14944.pth,0.82,0,a9
14945,14945.pth,0.54,0,a9
14946,14946.pth,0.89,0,a9
14947,14947.pth,0.08,0,a9
14948,14948.pth,0.99,0,a9
14949,14949.pth,0.49,0,a9
14950,14950.pth,0.82,0,a9
14951,14951.pth,0.66,0,a9
14952,14952.pth,0.71,0,a9
14953,14953.pth,0.57,0,a9
14954,14954.pth,0.87,0,a9
14955,14955.pth,0.04,0,a9
14956,14956.pth,0.88,0,a9
14957,14957.pth,0.66,0,a9
14958,14958.pth,0.7,0,a9
14959,14959.pth,0.12,0,a9
14960,14960.pth,0.74,0,a9
14961,14961.pth,0.34,0,a9
14962,14962.pth,0.88,0,a9
14963,14963.pth,0.61,0,a9
14964,14964.pth,0.82,0,a9
14965,14965.pth,0.13,0,a9
14966,14966.pth,0.82,0,a9
14967,14967.pth,0.5,0,a9
14968,14968.pth,0.7,0,a9
14969,14969.pth,0.48,0,a9
14970,14970.pth,0.96,0,a9
14971,14971.pth,0.21,0,a9
14972,14972.pth,0.75,0,a9
14973,14973.pth,0.05,0,a9
14974,14974.pth,0.81,0,a9
14975,14975.pth,0.03,0,a9
14976,14976.pth,0.84,0,a9
14977,14977.pth,0.47,0,a9
14978,14978.pth,0.88,0,a9
14979,14979.pth,0.55,0,a9
14980,14980.pth,0.83,0,a9
14981,14981.pth,0.33,0,a9
14982,14982.pth,0.78,0,a9
14983,14983.pth,0.18,0,a9
14984,14984.pth,0.78,0,a9
14985,14985.pth,0.39,0,a9
14986,14986.pth,0.99,0,a9
14987,14987.pth,0.64,0,a9
14988,14988.pth,0.88,0,a9
14989,14989.pth,0.09,0,a9
14990,14990.pth,0.81,0,a9
14991,14991.pth,0.38,0,a9
14992,14992.pth,0.85,0,a9
14993,14993.pth,0.36,0,a9
14994,14994.pth,0.82,0,a9
14995,14995.pth,0.52,0,a9
14996,14996.pth,0.93,0,a9
14997,14997.pth,0.55,0,a9
14998,14998.pth,0.97,0,a9
14999,14999.pth,0.61,0,a9
15000,15000.pth,0.93,0,a9
15001,15001.pth,0.33,0,a9
15002,15002.pth,0.88,0,a9
15003,15003.pth,0.4,0,a9
15004,15004.pth,0.94,0,a9
15005,15005.pth,0.36,0,a9
15006,15006.pth,0.77,0,a9
15007,15007.pth,0.07,0,a9
15008,15008.pth,0.89,0,a9
15009,15009.pth,0.03,0,a9
15010,15010.pth,0.96,0,a9
15011,15011.pth,0.19,0,a9
15012,15012.pth,0.74,0,a9
15013,15013.pth,0.22,0,a9
15014,15014.pth,0.93,0,a9
15015,15015.pth,0.1,0,a9
15016,15016.pth,0.86,0,a9
15017,15017.pth,0.09,0,a9
15018,15018.pth,0.98,0,a9
15019,15019.pth,0.28,0,a9
15020,15020.pth,0.9,0,a9
15021,15021.pth,0.18,0,a9
15022,15022.pth,0.82,0,a9
15023,15023.pth,0.41,0,a9
15024,15024.pth,0.78,0,a9
15025,15025.pth,0.46,0,a9
15026,15026.pth,0.88,0,a9
15027,15027.pth,0.1,0,a9
15028,15028.pth,0.88,0,a9
15029,15029.pth,0.31,0,a9
15030,15030.pth,0.8,0,a9
15031,15031.pth,0.64,0,a9
15032,15032.pth,0.76,0,a9
15033,15033.pth,0.66,0,a9
15034,15034.pth,0.73,0,a9
15035,15035.pth,0.1,0,a9
15036,15036.pth,0.87,0,a9
15037,15037.pth,0.46,0,a9
15038,15038.pth,0.97,0,a9
15039,15039.pth,0.27,0,a9
15040,15040.pth,0.78,0,a9
15041,15041.pth,0.21,0,a9
15042,15042.pth,0.74,0,a9
15043,15043.pth,0.65,0,a9
15044,15044.pth,1.0,0,a9
15045,15045.pth,0.56,0,a9
15046,15046.pth,0.86,0,a9
15047,15047.pth,0.33,0,a9
15048,15048.pth,0.8,0,a9
15049,15049.pth,0.2,0,a9
15050,15050.pth,0.73,0,a9
15051,15051.pth,0.63,0,a9
15052,15052.pth,0.77,0,a9
15053,15053.pth,0.1,0,a9
15054,15054.pth,0.93,0,a9
15055,15055.pth,0.04,0,a9
15056,15056.pth,0.81,0,a9
15057,15057.pth,0.17,0,a9
15058,15058.pth,0.94,0,a9
15059,15059.pth,0.12,0,a9
15060,15060.pth,0.86,0,a9
15061,15061.pth,0.35,0,a9
15062,15062.pth,0.85,0,a9
15063,15063.pth,0.17,0,a9
15064,15064.pth,0.77,0,a9
15065,15065.pth,0.19,0,a9
15066,15066.pth,0.83,0,a9
15067,15067.pth,0.28,0,a9
15068,15068.pth,0.76,0,a9
15069,15069.pth,0.02,0,a9
15070,15070.pth,0.98,0,a9
15071,15071.pth,0.51,0,a9
15072,15072.pth,0.89,0,a9
15073,15073.pth,0.57,0,a9
15074,15074.pth,0.77,0,a9
15075,15075.pth,0.04,0,a9
15076,15076.pth,0.84,0,a9
15077,15077.pth,0.4,0,a9
15078,15078.pth,0.78,0,a9
15079,15079.pth,0.47,0,a9
15080,15080.pth,0.72,0,a9
15081,15081.pth,0.68,0,a9
15082,15082.pth,0.95,0,a9
15083,15083.pth,0.37,0,a9
15084,15084.pth,1.0,0,a9
15085,15085.pth,0.53,0,a9
15086,15086.pth,0.84,0,a9
15087,15087.pth,0.05,0,a9
15088,15088.pth,0.84,0,a9
15089,15089.pth,0.55,0,a9
15090,15090.pth,0.94,0,a9
15091,15091.pth,0.64,0,a9
15092,15092.pth,0.72,0,a9
15093,15093.pth,0.47,0,a9
15094,15094.pth,0.85,0,a9
15095,15095.pth,0.67,0,a9
15096,15096.pth,0.83,0,a9
15097,15097.pth,0.1,0,a9
15098,15098.pth,0.98,0,a9
15099,15099.pth,0.54,0,a9
15100,15100.pth,0.82,0,a9
15101,15101.pth,0.24,0,a9
15102,15102.pth,1.0,0,a9
15103,15103.pth,0.26,0,a9
15104,15104.pth,0.71,0,a9
15105,15105.pth,0.53,0,a9
15106,15106.pth,0.71,0,a9
15107,15107.pth,0.04,0,a9
15108,15108.pth,0.74,0,a9
15109,15109.pth,0.23,0,a9
15110,15110.pth,0.71,0,a9
15111,15111.pth,0.64,0,a9
15112,15112.pth,0.93,0,a9
15113,15113.pth,0.1,0,a9
15114,15114.pth,0.86,0,a9
15115,15115.pth,0.27,0,a9
15116,15116.pth,0.77,0,a9
15117,15117.pth,0.08,0,a9
15118,15118.pth,0.7,0,a9
15119,15119.pth,0.46,0,a9
15120,15120.pth,0.92,0,a9
15121,15121.pth,0.45,0,a9
15122,15122.pth,0.73,0,a9
15123,15123.pth,0.59,0,a9
15124,15124.pth,0.76,0,a9
15125,15125.pth,0.08,0,a9
15126,15126.pth,0.7,0,a9
15127,15127.pth,0.09,0,a9
15128,15128.pth,0.82,0,a9
15129,15129.pth,0.66,0,a9
15130,15130.pth,0.98,0,a9
15131,15131.pth,0.17,0,a9
15132,15132.pth,0.73,0,a9
15133,15133.pth,0.33,0,a9
15134,15134.pth,0.77,0,a9
15135,15135.pth,0.39,0,a9
15136,15136.pth,0.89,0,a9
15137,15137.pth,0.02,0,a9
15138,15138.pth,0.76,0,a9
15139,15139.pth,0.42,0,a9
15140,15140.pth,0.86,0,a9
15141,15141.pth,0.65,0,a9
15142,15142.pth,0.91,0,a9
15143,15143.pth,0.63,0,a9
15144,15144.pth,0.91,0,a9
15145,15145.pth,0.12,0,a9
15146,15146.pth,0.89,0,a9
15147,15147.pth,0.49,0,a9
15148,15148.pth,0.91,0,a9
15149,15149.pth,0.15,0,a9
15150,15150.pth,0.8,0,a9
15151,15151.pth,0.48,0,a9
15152,15152.pth,0.97,0,a9
15153,15153.pth,0.34,0,a9
15154,15154.pth,0.99,0,a9
15155,15155.pth,0.24,0,a9
15156,15156.pth,0.92,0,a9
15157,15157.pth,0.17,0,a9
15158,15158.pth,0.73,0,a9
15159,15159.pth,0.69,0,a9
15160,15160.pth,0.7,0,a9
15161,15161.pth,0.4,0,a9
15162,15162.pth,0.81,0,a9
15163,15163.pth,0.46,0,a9
15164,15164.pth,0.87,0,a9
15165,15165.pth,0.32,0,a9
15166,15166.pth,0.82,0,a9
15167,15167.pth,0.24,0,a9
15168,15168.pth,0.74,0,a9
15169,15169.pth,0.04,0,a9
15170,15170.pth,0.99,0,a9
15171,15171.pth,0.47,0,a9
15172,15172.pth,0.96,0,a9
15173,15173.pth,0.21,0,a9
15174,15174.pth,0.92,0,a9
15175,15175.pth,0.28,0,a9
15176,15176.pth,0.84,0,a9
15177,15177.pth,0.37,0,a9
15178,15178.pth,0.88,0,a9
15179,15179.pth,0.57,0,a9
15180,15180.pth,0.98,0,a9
15181,15181.pth,0.0,0,a9
15182,15182.pth,0.74,0,a9
15183,15183.pth,0.24,0,a9
15184,15184.pth,0.83,0,a9
15185,15185.pth,0.38,0,a9
15186,15186.pth,0.92,0,a9
15187,15187.pth,0.25,0,a9
15188,15188.pth,0.82,0,a9
15189,15189.pth,0.18,0,a9
15190,15190.pth,0.89,0,a9
15191,15191.pth,0.48,0,a9
15192,15192.pth,0.82,0,a9
15193,15193.pth,0.01,0,a9
15194,15194.pth,1.0,0,a9
15195,15195.pth,0.67,0,a9
15196,15196.pth,0.83,0,a9
15197,15197.pth,0.55,0,a9
15198,15198.pth,0.94,0,a9
15199,15199.pth,0.03,0,a9
15200,15200.pth,1.0,0,a9
15201,15201.pth,0.01,0,a9
15202,15202.pth,0.78,0,a9
15203,15203.pth,0.63,0,a9
15204,15204.pth,0.96,0,a9
15205,15205.pth,0.3,0,a9
15206,15206.pth,0.98,0,a9
15207,15207.pth,0.42,0,a9
15208,15208.pth,0.74,0,a9
15209,15209.pth,0.34,0,a9
15210,15210.pth,0.9,0,a9
15211,15211.pth,0.54,0,a9
15212,15212.pth,0.84,0,a9
15213,15213.pth,0.36,0,a9
15214,15214.pth,0.81,0,a9
15215,15215.pth,0.51,0,a9
15216,15216.pth,0.98,0,a9
15217,15217.pth,0.13,0,a9
15218,15218.pth,0.98,0,a9
15219,15219.pth,0.4,0,a9
15220,15220.pth,0.87,0,a9
15221,15221.pth,0.24,0,a9
15222,15222.pth,0.95,0,a9
15223,15223.pth,0.02,0,a9
15224,15224.pth,0.99,0,a9
15225,15225.pth,0.31,0,a9
15226,15226.pth,0.77,0,a9
15227,15227.pth,0.09,0,a9
15228,15228.pth,0.7,0,a9
